ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Field	Plane	Timepoint	Object Number	X	Y	Bounding Box	Podocytes - Podocytes Selected	Podocytes - Intensity Cell HCScellmaskOrange Median	Podocytes - Intensity Cell HCScellmaskOrange Mean	Podocytes - Intensity CellPeriph Phalloidin647 Median	Podocytes - Intensity CellPeriph Phalloidin647 Mean	Podocytes - Intensity CellCenter Phalloidin647 Median	Podocytes - Intensity CellCenter Phalloidin647 Mean	Podocytes - Cell Roundness	Podocytes - Cell Area [µm²]	Podocytes - CellMorph Radial Relative Deviation	Podocytes - CellMorph Radial Mean	Podocytes - CellMorph Axial Length Ratio	Podocytes - CellMorph Axial Small Length	Podocytes - CellMorph Threshold Compactness 60%	Podocytes - CellMorph Threshold Compactness 50%	Podocytes - CellMorph Threshold Compactness 40%	Podocytes - CellMorph Threshold Compactness 30%	Podocytes - CellMorph Symmetry 15	Podocytes - CellMorph Symmetry 14	Podocytes - CellMorph Symmetry 13	Podocytes - CellMorph Symmetry 12	Podocytes - CellMorph Symmetry 05	Podocytes - CellMorph Symmetry 04	Podocytes - CellMorph Symmetry 03	Podocytes - CellMorph Symmetry 02	Podocytes - CellPeriphPhalloidin SER Bright 1 px	Podocytes - CellPeriphPhalloidin SER Ridge 1 px	Podocytes - CellPeriphPhalloidin SER Edge 1 px	Podocytes - CellCenterPhalloidin SER Bright 1 px	Podocytes - CellCenterPhalloidin SER Ridge 1 px	Podocytes - CellCenterPhalloidin SER Edge 1 px	Podocytes - Number of Spots per Area of CellPeriph	Podocytes - Number of Spots (2)	Podocytes - Relative Spot Intensity (2)	Podocytes - Total Spot Area (2)	Podocytes - Number of Spots per Area of CellCenter	Podocytes - Number of Spots	Podocytes - Relative Spot Intensity	Podocytes - Total Spot Area	ay	ax
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	31	151	631	[74,580,201,713]	0	2715	3970.31	1425	1646.86	1631	1763.27	0.51775	3282.26	0.551094	30.0405	0.853119	31.4828	0.978472	0.785944	0.751039	0.762361	0.0716589	0.152987	0.177308	0.134125	0.0470156	0.0834604	0.110115	0.0950971	0.0301116	0.0248276	0.103769	0.0378887	0.0315183	0.11321	0.0200555	130	0.747145	1691	0.0189934	60	0.674903	1036	-383.28	91.19
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	32	55	695	[1,581,121,792]	1	2711	4520.72	2193	2587.62	2025	2289.52	0.524568	5660.56	0.600621	37.8942	0.695964	35.7102	0.828222	0.66274	0.851762	0.970735	0.0847003	0.0399551	0.0663663	0.223743	0.0395041	0.0242005	0.0331717	0.0848878	0.0215389	0.0175558	0.0842394	0.0219274	0.0185454	0.0724829	0.0180876	206	0.780585	3506	0.0179321	94	0.605988	2513	-412.9	33.26
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	33	285	848	[148,737,438,1000]	1	1336	1869.57	886	986.598	1076	1231.78	0.526393	15107.5	0.512908	66.978	0.842796	68.6037	1.05096	1.02225	0.988708	0.750006	0.153766	0.066556	0.158983	0.0878819	0.0922118	0.0505136	0.133098	0.0838579	0.0187236	0.0152798	0.066313	0.0215042	0.0184005	0.0779306	0.0097733	316	0.694177	9250	0.00822259	99	0.594168	5548	-513.24	182.76
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	34	51	817	[1,761,162,969]	1	1808	2661.18	1203	1386.34	1055	1300.57	0.440484	5273.94	0.567223	44.4674	0.746176	43.2372	0.952605	0.935882	0.869726	0.772221	0.0790921	0.207791	0.323926	0.230851	0.0761252	0.135061	0.213564	0.188436	0.0290701	0.0246567	0.0937519	0.0474218	0.0427545	0.141869	0.0119908	141	0.691502	3744	0.0146979	54	0.612417	1291	-502.28	37.95
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	35	939	884	[855,723,1078,1078]	1	417	794.491	435	514.771	639	680.027	0.361808	11044.8	0.741111	55.382	0.644448	52.8087	1.02836	0.974878	0.946245	0.83841	0.149761	0.0932471	0.346153	0.310796	0.0543647	0.0391165	0.167209	0.197967	0.0243176	0.0198564	0.0762636	0.0203018	0.0168095	0.0698102	0.00476022	121	0.617711	4148	0.00480349	33	0.503973	2169	-530.45	581.43
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	36	112	884	[48,828,202,959]	0	1212	2429.92	954	1044.53	813	943.267	0.622929	3826.3	0.677291	26.8663	0.666543	25.4514	1.09554	1.07964	0.997207	1.00818	0.0595992	0.0422457	0.13186	0.261656	0.0166233	0.00752797	0.0487746	0.135283	0.0187296	0.0154453	0.0750109	0.0183122	0.0152949	0.0742141	0.0112405	83	0.70236	2267	0.0106053	41	0.500694	1477	-533.5	77.35
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	37	233	991	[147,943,292,1075]	0	698	1079.14	651	714.723	574	611.174	0.565691	4244.81	0.579606	33.5048	0.7618	33.188	1.09844	1.12536	1.12944	1.08166	0.0750143	0.0508757	0.10893	0.201613	0.0442912	0.0222556	0.0323263	0.167221	0.0150376	0.0114974	0.0582893	0.0134805	0.010391	0.0514694	0.00574053	50	0.54452	2372	0.00939093	35	0.452873	954	-595.66	132.74
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	38	724	1030	[655,887,891,1078]	1	379	537.851	344	382.365	379	407.526	0.578709	6959.8	0.45071	63.3206	0.435742	39.2372	0.918526	1.04094	1.07449	0.90771	0.0500126	0.268944	0.0171027	0.634271	0.0420012	0.237366	0.10817	0.556561	0.0174153	0.0136748	0.0576143	0.016366	0.0128189	0.0520986	0.00538264	92	0.559505	2194	0.00538827	17	0.439755	292	-595.42	463.77
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	39	906	1013	[818,935,957,1078]	0	364	631.787	328	348.086	339	355.477	0.654219	4108.55	0.577024	33.9482	0.688457	31.432	0.842368	0.9609	0.931601	0.896124	0.091617	0.0503264	0.177585	0.289819	0.0352972	0.0259351	0.149922	0.217822	0.0169425	0.0128017	0.051678	0.015287	0.0113817	0.0463033	0.00287081	24	0.51908	242	0.0032163	12	0.428298	201	-606.64	531.75
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	3	1	1	40	76	1004	[1,923,174,1078]	1	689	1063.58	854	925.748	883	945.047	0.726703	7478.53	0.528877	45.4694	0.935926	49.7073	1.1185	1.09629	1.07784	0.825213	0.110191	0.0996941	0.152735	0.0500719	0.0671068	0.0471057	0.123949	0.0905085	0.0160821	0.0125431	0.0597664	0.0140728	0.0104137	0.0576448	0.00939646	130	0.584994	4336	0.00758967	62	0.473537	2742	-600.27	52.8
